yearID,teamID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
2022,BAL,AL,headlo01,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIA,NL,headlo01,23,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAN,NL,heanean01,16,14,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
2022,TEX,AL,hearnta01,31,13,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2022,KCA,AL,heasljo01,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2022,CLE,AL,hedgeau01,105,97,105,105,0,105,0,0,0,0,0,0,0,0,0,0,0
2022,TEX,AL,heimjo01,127,106,127,111,0,111,0,0,0,0,0,0,0,0,8,18,0
2022,PIT,NL,heinety01,52,44,52,50,0,50,0,0,0,0,0,0,0,0,0,4,0
2022,TOR,AL,heinety01,10,6,10,9,0,9,0,0,0,0,0,0,0,0,1,0,1
2022,SLN,NL,helslry01,54,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAN,NL,hembrhe01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,hembrhe01,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2022,BAL,AL,hendegu01,34,30,34,30,0,0,0,3,24,7,0,0,0,0,4,4,0
2022,CHN,NL,hendrky01,16,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHA,AL,hendrli01,58,0,1,58,58,0,0,0,0,0,0,0,0,0,0,0,0
2022,CIN,NL,hendrry01,9,0,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIN,AL,henriro01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIA,NL,henrypa01,15,11,15,15,0,15,0,0,0,0,0,0,0,0,0,1,0
2022,ARI,NL,henryto01,9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2022,HOU,AL,henslda01,16,7,16,10,0,0,0,5,3,2,1,0,0,1,6,3,0
2022,CLE,AL,hentgsa01,57,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0
2022,ATL,NL,heredgu01,74,20,74,64,0,0,0,0,0,0,35,6,23,64,6,3,10
2022,LAA,AL,hergeji01,49,1,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0
2022,TBA,AL,hergeke01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,hermomi01,31,19,31,30,0,0,0,0,0,0,1,28,2,30,0,7,1
2022,KCA,AL,hernaca04,27,7,1,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2022,WAS,NL,hernace02,147,142,147,144,0,0,0,126,9,0,10,0,0,10,0,4,1
2022,BOS,AL,hernada02,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIA,NL,hernael01,20,10,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2022,TEX,AL,hernael02,14,11,14,9,0,0,1,0,0,0,7,0,1,8,5,1,1
2022,BOS,AL,hernaen02,93,91,93,93,0,0,0,11,0,10,0,80,0,80,0,1,1
2022,TEX,AL,hernajo02,29,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2022,TOR,AL,hernate01,131,128,131,119,0,0,0,0,0,0,8,0,117,119,10,3,0
2022,WAS,NL,hernaya01,94,84,94,79,0,0,0,0,0,0,79,0,1,79,11,10,0
2022,ARI,NL,hernayo02,12,6,12,11,0,0,0,2,10,0,0,0,0,0,0,2,0
2022,SLN,NL,herreiv01,11,6,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,herrejo04,47,42,47,46,0,46,0,0,0,0,0,0,0,0,1,1,0
2022,PHI,NL,herreod01,62,48,62,59,0,0,0,0,0,0,11,48,7,59,0,10,0
2022,CHN,NL,heywaja01,48,41,48,47,0,0,0,0,0,0,0,26,21,47,0,3,0
2022,KCA,AL,hicklbr01,6,1,6,5,0,0,0,0,0,0,2,1,2,5,0,1,3
2022,NYA,AL,hicksaa01,130,110,130,126,0,0,0,0,0,0,55,81,0,126,1,10,3
2022,SLN,NL,hicksjo03,35,8,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYA,AL,higasky01,83,72,83,82,0,82,0,0,0,0,0,0,0,0,1,2,1
2022,CHN,NL,higgipj01,74,51,74,71,0,34,38,0,4,0,0,0,0,0,1,9,1
2022,DET,AL,hillde01,31,26,31,30,0,0,0,0,0,0,0,30,0,30,0,0,2
2022,DET,AL,hillga02,17,8,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
2022,COL,NL,hillisa01,70,51,70,68,0,0,0,0,0,0,59,14,3,68,0,0,9
2022,BOS,AL,hillri01,26,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2022,SDN,NL,hillti01,55,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIL,NL,hiurake01,80,67,80,51,0,0,33,14,0,0,5,0,0,5,26,7,2
2022,SFN,NL,hjellse01,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIA,NL,hoeinbr01,8,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,hoernni01,135,129,135,133,0,0,0,0,1,133,0,0,0,0,1,3,0
2022,CIN,NL,hoffmje02,35,1,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYN,NL,holdeco01,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,holdeco01,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2022,TEX,AL,hollagr01,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2022,COL,NL,holloga01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIA,NL,hollojo01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYA,AL,holmecl01,62,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,holtoty01,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2022,PHI,NL,hoskirh01,156,154,156,151,0,0,151,0,0,0,0,0,0,0,4,2,0
2022,BOS,AL,hosmeer01,14,14,14,14,0,0,14,0,0,0,0,0,0,0,0,0,0
2022,SDN,NL,hosmeer01,90,89,90,88,0,0,88,0,0,0,0,0,0,0,2,0,0
2022,BOS,AL,houckta01,32,4,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIL,NL,housead01,22,21,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,howarsa01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2022,TEX,AL,howarsp01,10,8,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAN,NL,hudsoda01,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2022,SLN,NL,hudsoda02,27,26,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2022,TEX,AL,huffsa01,44,32,44,35,0,29,6,0,0,0,0,0,0,0,4,7,0
2022,CHN,NL,hughebr01,57,0,1,57,57,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,hummeco01,66,43,66,41,0,18,0,0,0,0,21,0,2,23,17,20,0
2022,NYN,NL,hunteto02,18,0,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2022,DET,AL,hutchdr01,28,18,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2022,TEX,AL,ibanean01,40,37,40,31,0,0,6,2,25,0,0,0,0,0,8,2,0
2022,COL,NL,iglesjo01,118,118,118,116,0,0,0,0,0,116,0,0,0,0,2,0,0
2022,ATL,NL,iglesra01,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAA,AL,iglesra01,39,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYN,NL,inciaen01,11,1,11,10,0,0,0,0,0,0,6,2,2,10,1,1,4
2022,CIN,NL,indiajo01,103,98,103,86,0,0,0,86,0,0,0,0,0,0,14,5,0
2022,OAK,AL,irvinco01,30,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2022,KCA,AL,isbelky01,106,72,106,101,0,0,0,0,0,0,29,30,49,101,3,4,13
2022,MIL,NL,jacksal02,5,3,5,4,0,4,0,0,0,0,0,0,0,0,0,1,0
2022,LAN,NL,jacksan01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,jacksdr01,3,1,3,3,0,0,0,0,1,0,1,0,2,3,0,1,0
2022,ATL,NL,jacksja01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,jacksza02,54,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,jamesdr01,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYN,NL,jankotr01,43,17,43,39,0,0,0,0,0,0,19,10,12,39,3,1,13
2022,SEA,AL,jankotr01,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2022,TOR,AL,janseda01,72,61,72,63,0,63,0,0,0,0,0,0,0,0,3,5,1
2022,ATL,NL,janseke01,65,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0
2022,HOU,AL,javiecr01,30,25,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIN,AL,jaxgr01,65,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,jeffeda01,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIN,AL,jeffery01,67,62,67,59,0,59,0,0,0,0,0,0,0,0,7,4,0
2022,OAK,AL,jimenda02,34,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHA,AL,jimenel02,84,80,84,30,0,0,0,0,0,0,30,0,0,30,50,4,0
2022,DET,AL,jimenjo02,62,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0
2022,COL,NL,joeco01,111,101,111,82,0,0,24,0,0,0,50,0,16,64,27,7,3
2022,SFN,NL,johnsbr03,11,6,11,10,0,0,0,0,0,0,1,7,4,10,0,0,1
2022,SDN,NL,johnspi01,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2022,PHI,NL,jonesda07,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2022,CLE,AL,jonesno01,28,25,28,22,0,0,0,0,0,0,0,0,22,22,4,3,0
2022,HOU,AL,jonesta01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022,NYA,AL,judgeaa01,157,153,157,129,0,0,0,0,0,0,0,78,73,129,25,4,0
2022,TEX,AL,jungjo01,26,26,26,25,0,0,0,0,25,0,0,0,0,0,1,0,0
2022,SFN,NL,junisja01,23,17,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAA,AL,junkja01,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAN,NL,kahnlto01,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,kaprija01,27,26,1,26,26,0,0,0,0,0,0,0,0,0,1,0,1
2022,CLE,AL,karinja01,38,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2022,TOR,AL,katohgo01,8,4,8,5,0,0,3,2,0,0,0,0,0,0,1,0,3
2022,TOR,AL,kayan01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,SEA,AL,kelenja01,54,44,54,50,0,0,0,0,0,0,3,24,24,50,2,6,0
2022,KCA,AL,kellebr01,35,22,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,kellemi03,31,29,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIL,NL,kelletr01,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,kellyca02,104,88,104,101,4,100,0,0,0,0,0,0,0,0,2,7,0
2022,CHA,AL,kellyjo05,43,1,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,kellyme01,33,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
2022,PHI,NL,kellymi03,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2022,BOS,AL,kellyza01,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,kempto01,147,130,147,140,0,0,0,89,0,0,65,0,0,65,3,15,0
2022,ARI,NL,kennebu01,30,25,30,24,0,0,0,22,2,0,0,0,0,0,3,3,1
2022,ARI,NL,kenneia01,57,0,1,57,57,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIN,AL,keplema01,115,105,115,110,0,0,0,0,0,0,0,3,110,110,2,9,0
2022,SDN,NL,kerrra01,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAN,NL,kershcl01,22,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,keuchda01,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHA,AL,keuchda01,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2022,TEX,AL,keuchda01,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,TBA,AL,kiermke01,63,57,63,60,0,0,0,0,0,0,0,60,0,60,2,0,2
2022,TOR,AL,kikucyu01,32,20,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,kiliaca01,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAN,NL,kimbrcr01,63,0,1,63,63,0,0,0,0,0,0,0,0,0,0,0,0
2022,SDN,NL,kimha01,150,142,150,149,0,0,0,0,24,131,0,0,0,0,0,3,1
2022,NYA,AL,kineris01,142,135,142,142,0,0,0,0,6,138,0,0,0,0,0,1,2
2022,PHI,NL,kingesc01,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,TEX,AL,kingjo01,39,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYA,AL,kingmi01,34,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0
2022,COL,NL,kinlety01,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2022,SEA,AL,kirbyge01,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIN,AL,kirilal01,45,39,45,41,0,0,18,0,0,0,21,0,8,28,3,2,0
2022,TOR,AL,kirkal01,139,123,139,78,0,78,0,0,0,0,0,0,0,0,51,16,0
2022,TBA,AL,kittran01,17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
2022,TBA,AL,klubeco01,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,knappan01,11,9,11,11,0,11,0,0,0,0,0,0,0,0,0,1,0
2022,SEA,AL,knappan01,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2022,SFN,NL,knappan01,3,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0
2022,PHI,NL,knebeco01,46,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0
2022,SDN,NL,knehrre01,5,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2022,TBA,AL,knighdu01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2022,SLN,NL,kniznan01,97,78,96,94,1,90,5,0,0,0,0,0,0,0,1,5,2
2022,SEA,AL,kochma01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,koenija01,10,5,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,kolarad01,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2022,CIN,NL,kolozma01,10,6,10,9,0,9,0,0,0,0,0,0,0,0,0,0,1
2022,CHA,AL,kopecmi01,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2022,KCA,AL,kowarja01,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,kranima01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,BAL,AL,krehbjo01,56,0,1,56,56,0,0,0,0,0,0,0,0,0,0,0,0
2022,DET,AL,kreidry01,26,22,26,25,0,0,0,2,13,13,0,1,0,1,0,2,1
2022,BAL,AL,kremede01,22,21,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2022,SFN,NL,krizaja01,3,3,3,3,0,0,0,0,0,0,3,0,0,3,0,0,0
2022,COL,NL,kuhlch01,27,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2022,CIN,NL,kuhnejo01,53,0,1,53,53,0,0,0,0,0,0,0,0,0,0,0,0
2022,CLE,AL,kwanst01,147,139,147,137,0,0,0,0,0,0,123,7,20,137,6,7,0
2022,MIA,NL,ladwiaj01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAA,AL,lagarju01,20,16,20,19,0,0,0,0,0,0,5,8,9,19,0,1,1
2022,BAL,AL,lakintr01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHA,AL,lambeji01,42,2,1,42,42,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAN,NL,lambja01,25,17,25,11,0,0,2,0,0,0,9,0,0,9,14,6,0
2022,SEA,AL,lambja01,16,7,16,15,0,0,2,0,4,0,5,0,6,11,1,2,1
2022,COL,NL,lametdi01,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2022,SDN,NL,lametdi01,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2022,DET,AL,langeal01,71,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,langesh01,40,38,40,17,0,17,0,0,0,0,0,0,0,0,24,0,0
2022,MIN,AL,larnatr01,51,43,51,43,0,0,0,0,0,0,33,0,11,43,8,4,1
2022,SEA,AL,larseja01,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2022,SFN,NL,lasteto01,60,47,60,12,0,0,3,3,6,0,0,0,0,0,43,13,0
2022,MIL,NL,lauerer01,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,laurera01,94,92,94,88,0,0,0,0,0,0,0,34,71,88,6,0,1
2022,CLE,AL,lavasbr01,6,4,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0
2022,CIN,NL,lawde01,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2022,DET,AL,lawde01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,TOR,AL,lawreca01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2022,COL,NL,lawreju01,38,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIA,NL,leblach01,48,42,48,45,0,0,8,26,13,0,0,0,0,0,2,5,1
2022,TEX,AL,leclejo01,39,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0
2022,ATL,NL,leedy01,46,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0
2022,WAS,NL,leeev01,4,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYN,NL,leekh01,2,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0
2022,HOU,AL,leeko01,12,7,12,12,0,12,0,0,0,0,0,0,0,0,0,4,1
2022,CHN,NL,leitema02,35,4,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYA,AL,lemahdj01,125,116,125,113,0,0,35,41,47,0,0,0,0,0,7,8,0
2022,OAK,AL,lemoija01,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2022,SFN,NL,leonedo01,55,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0
2022,CLE,AL,leonsa01,9,6,8,9,1,8,0,0,0,0,0,0,0,0,0,0,0
2022,MIN,AL,leonsa01,25,22,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0
2022,DET,AL,lestejo02,2,1,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0
2022,SEA,AL,lewisky01,18,15,18,4,0,0,0,0,0,0,1,0,3,4,11,3,0
